id,feature_ids,scenario,role_preconditions,environment,verification_level,outcome,evidence,limitations,findings,prior_outcome,evidence_use,new_execution_this_round,blocker_expression,feature_specific_requirements,lower_level_option_not_full_flow,live_provider_access_required,operational_task_outcome,operational_block_reason,operational_new_evidence,source_head
FLOW-CMD-restart_info,CMD-restart_info,Representative full-path contract for /restart_info,configured private admin,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/commands.rs:74,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01,TG-01;IDENTITY-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CMD-resume,CMD-resume,Representative full-path contract for /resume,configured private admin,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/commands.rs:175,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND DB-01,TG-01;IDENTITY-01;DB-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CMD-settings,CMD-settings,Representative full-path contract for /settings,configured private admin,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/commands.rs:188,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND DB-01,TG-01;IDENTITY-01;DB-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CMD-start,CMD-start,Representative full-path contract for /start,Telegram actor/chat identity,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/commands.rs:146,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01,TG-01;IDENTITY-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CMD-stats,CMD-stats,Representative full-path contract for /stats,configured private admin,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/commands.rs:172,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND DB-01,TG-01;IDENTITY-01;DB-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CMD-subscribers,CMD-subscribers,Representative full-path contract for /subscribers,configured private admin,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/commands.rs:90,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND DB-01,TG-01;IDENTITY-01;DB-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CMD-supply,CMD-supply,Representative full-path contract for /supply,Telegram actor/chat identity,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/commands.rs:158,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND NODE-01,TG-01;IDENTITY-01;NODE-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CMD-sys,CMD-sys,Representative full-path contract for /sys,configured private admin,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/commands.rs:173,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01,TG-01;IDENTITY-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CMD-toggle,CMD-toggle,Representative full-path contract for /toggle,configured private admin,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/commands.rs:189,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND DB-01,TG-01;IDENTITY-01;DB-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CMD-unmute_alerts,CMD-unmute_alerts,Representative full-path contract for /unmute_alerts,configured private admin,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/commands.rs:64,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND DB-01 AND QUEUE-01,TG-01;IDENTITY-01;DB-01;QUEUE-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CMD-wallet_events,CMD-wallet_events,Representative full-path contract for /wallet_events,configured private admin,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/commands.rs:95,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND DB-01,TG-01;IDENTITY-01;DB-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-btn_toggle_ENABLE_LIVE_SYNC,CB-btn_toggle_ENABLE_LIVE_SYNC,Representative full-path contract for btn_toggle_ENABLE_LIVE_SYNC,actor/chat identity; private admin for admin-only effects,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/mod.rs:1734,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND DB-01,TG-01;IDENTITY-01;DB-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-btn_toggle_ENABLE_MEMORY_CLEANER,CB-btn_toggle_ENABLE_MEMORY_CLEANER,Representative full-path contract for btn_toggle_ENABLE_MEMORY_CLEANER,actor/chat identity; private admin for admin-only effects,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/mod.rs:1,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND DB-01,TG-01;IDENTITY-01;DB-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-btn_toggle_MAINTENANCE_MODE,CB-btn_toggle_MAINTENANCE_MODE,Representative full-path contract for btn_toggle_MAINTENANCE_MODE,actor/chat identity; private admin for admin-only effects,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/mod.rs:1,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND DB-01,TG-01;IDENTITY-01;DB-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-cancel_action,CB-cancel_action,Representative full-path contract for cancel_action,actor/chat identity; private admin for admin-only effects,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/mod.rs:1002,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01,TG-01;IDENTITY-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-cmd_add_wallet,CB-cmd_add_wallet,Representative full-path contract for cmd_add_wallet,actor/chat identity; private admin for admin-only effects,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/mod.rs:1217,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND DB-01,TG-01;IDENTITY-01;DB-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
